Country,State,Year,Types Of Coal,Coal Consuming Sectors,Coal Consumed (UOM:t(Tonnes))
India,West Bengal,"Financial Year (Apr - Mar), 2014",RAW COAL,PULP & PAPER,0.071
India,Punjab,"Financial Year (Apr - Mar), 2019",LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),0.186
India,Jharkhand,"Financial Year (Apr - Mar), 2017",MIDDLINGS,OTHER,0.001
India,Rajasthan,"Financial Year (Apr - Mar), 2011",LIGNITE,POWER (UTILITY),1.353
India,Punjab,"Financial Year (Apr - Mar), 2014",RAW COAL,FERTILISERS,0.693
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.019
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,1.174
India,Kerala,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,0.034
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.151
India,Telangana,"Financial Year (Apr - Mar), 2013",RAW COAL,TEXTILES & RAYONS,0.006714749
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.013
India,Odisha,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.1
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,BRICKS,0.012
India,Maharashtra,"Financial Year (Apr - Mar), 2012",RAW COAL,PULP & PAPER,0.277
India,Karnataka,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),1.357
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.355
India,Maharashtra,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (UTILITY),32.345
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,0.324282883
India,West Bengal,"Financial Year (Apr - Mar), 2014",RAW COAL,SPONGE IRON,1.186
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.186
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),36.501
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (UTILITY),14.863
India,West Bengal,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (UTILITY),0.382
India,Jharkhand,"Financial Year (Apr - Mar), 2014",WASHED COAL,POWER (UTILITY),0.397
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,COLLIERY OWN - CONSUMPTION,0.125
India,West Bengal,"Financial Year (Apr - Mar), 2019",WASHED COAL,OTHER,0.084
India,Punjab,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,0.098
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,0.053
India,Maharashtra,"Financial Year (Apr - Mar), 2020",RAW COAL,TEXTILES & RAYONS,0.021
India,Odisha,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.473
India,West Bengal,"Financial Year (Apr - Mar), 2013",RAW COAL,CEMENT,0.006
India,Uttarakhand,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),0.402
India,Meghalaya,"Financial Year (Apr - Mar), 2012",RAW COAL,CEMENT,0.01
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.037
India,Ladakh,"Financial Year (Apr - Mar), 2014",RAW COAL,PULP & PAPER,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,CHEMICAL,0.066
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.015
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",RAW COAL,PULP & PAPER,0.073
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,1.963
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),1.452
India,Karnataka,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (UTILITY),6.856
India,Telangana,"Financial Year (Apr - Mar), 2020",RAW COAL,PULP & PAPER,0.836
India,West Bengal,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (CAPTIVE),0.672
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,4.878
India,Rajasthan,"Financial Year (Apr - Mar), 2016",WASHED COAL,POWER (UTILITY),0.061
India,Odisha,"Financial Year (Apr - Mar), 2012",RAW COAL,FERTILISERS,0.026
India,West Bengal,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,3.036
India,Odisha,"Financial Year (Apr - Mar), 2013",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.019
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,METALLURGICAL USE- COKERIES,0.09
India,West Bengal,"Financial Year (Apr - Mar), 2012",RAW COAL,SPONGE IRON,0.48
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,1.624
India,West Bengal,"Financial Year (Apr - Mar), 2011",MIDDLINGS,METALLURGICAL USE- COKERIES,0.214
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,PULP & PAPER,0.15
India,Maharashtra,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),34.997
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.113
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (UTILITY),0.087
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,PULP & PAPER,0.382740699
India,Odisha,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,0.337
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,CEMENT,2.752
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,1.109
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.154
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.023
India,Jharkhand,"Financial Year (Apr - Mar), 2013",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.004
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.022
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",WASHED COAL,CEMENT,0.058
India,Jharkhand,"Financial Year (Apr - Mar), 2016",MIDDLINGS,OTHER,0.001
India,Karnataka,"Financial Year (Apr - Mar), 2019",RAW COAL,SPONGE IRON,0.023
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",LIGNITE,PULP & PAPER,0.027
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,0.177
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),33.442
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),71.776
India,Rajasthan,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.038
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (CAPTIVE),0.584
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,PULP & PAPER,0.24
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.228
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.003
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),1.3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,CHEMICAL,0.019
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (CAPTIVE),0.614
India,Jharkhand,"Financial Year (Apr - Mar), 2020",RAW COAL,CEMENT,0.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,SPONGE IRON,0.111
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,2.023
India,Maharashtra,"Financial Year (Apr - Mar), 2014",RAW COAL,CEMENT,1.829
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,TEXTILES & RAYONS,0.04
India,Rajasthan,"Financial Year (Apr - Mar), 2013",LIGNITE,CEMENT,0.175
India,Rajasthan,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,0.191
India,Rajasthan,"Financial Year (Apr - Mar), 2014",LIGNITE,OTHER,0.571
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,POWER (UTILITY),8.204
India,West Bengal,"Financial Year (Apr - Mar), 2020",RAW COAL,SPONGE IRON,0.64
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.012
India,Telangana,"Financial Year (Apr - Mar), 2012",RAW COAL,PULP & PAPER,0.344032145
India,West Bengal,"Financial Year (Apr - Mar), 2015",WASHED COAL,METALLURGICAL USE- COKERIES,0.41
India,Jharkhand,"Financial Year (Apr - Mar), 2014",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.076
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,OTHER,0.054
India,Odisha,"Financial Year (Apr - Mar), 2013",MIDDLINGS,POWER (CAPTIVE),0.082
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,FERTILISERS,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,0.026
India,Maharashtra,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (UTILITY),40.86
India,Jharkhand,"Financial Year (Apr - Mar), 2014",RAW COAL,COLLIERY OWN - CONSUMPTION,0.01
India,Rajasthan,"Financial Year (Apr - Mar), 2019",WASHED COAL,POWER (CAPTIVE),12.113
India,Odisha,"Financial Year (Apr - Mar), 2020",RAW COAL,CEMENT,0.206
India,Karnataka,"Financial Year (Apr - Mar), 2020",RAW COAL,CHEMICAL,0.003
India,Odisha,"Financial Year (Apr - Mar), 2016",WASHED COAL,METALLURGICAL USE- COKERIES,0.25
India,West Bengal,"Financial Year (Apr - Mar), 2015",MIDDLINGS,SPONGE IRON,0.064
India,Rajasthan,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),9.79
India,Punjab,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),0.012
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.012
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,PULP & PAPER,0.783
India,Maharashtra,"Financial Year (Apr - Mar), 2013",RAW COAL,PULP & PAPER,0.298
India,Rajasthan,"Financial Year (Apr - Mar), 2012",RAW COAL,FERTILISERS,0.342
India,Odisha,"Financial Year (Apr - Mar), 2011",MIDDLINGS,OTHER,0.004
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.745
India,Jharkhand,"Financial Year (Apr - Mar), 2014",RAW COAL,SPONGE IRON,1.436
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAW COAL,FERTILISERS,0.035
India,West Bengal,"Financial Year (Apr - Mar), 2019",MIDDLINGS,POWER (CAPTIVE),0.197
India,Punjab,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.334
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.273
India,Punjab,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,0.37
India,Odisha,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.221
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,TEXTILES & RAYONS,0.001
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.002
India,Punjab,"Financial Year (Apr - Mar), 2013",RAW COAL,FERTILISERS,0.948
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- COKERIES,0.729
India,Rajasthan,"Financial Year (Apr - Mar), 2013",RAW COAL,FERTILISERS,0.291
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,POWER (CAPTIVE),1.046
India,Jharkhand,"Financial Year (Apr - Mar), 2011",WASHED COAL,METALLURGICAL USE- COKERIES,3.041
India,Telangana,"Financial Year (Apr - Mar), 2014",RAW COAL,TEXTILES & RAYONS,0.005529793
India,Rajasthan,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,0.813
India,Ladakh,"Financial Year (Apr - Mar), 2016",RAW COAL,BRICKS,0
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.039
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,PULP & PAPER,0.033
India,West Bengal,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.102
India,Odisha,"Financial Year (Apr - Mar), 2019",WASHED COAL,OTHER,0.077
India,Maharashtra,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,2.061
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.091
India,Telangana,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,1.274617375
India,Ladakh,"Financial Year (Apr - Mar), 2012",RAW COAL,TEXTILES & RAYONS,0
India,Jharkhand,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.268
India,Karnataka,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,0.694
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,5.004
India,Maharashtra,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,4.795
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,CHEMICAL,0.123
India,Rajasthan,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.027
India,Jharkhand,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (CAPTIVE),0.38
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),3.606
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.338
India,Karnataka,"Financial Year (Apr - Mar), 2011",RAW COAL,PULP & PAPER,0.277
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",MIDDLINGS,POWER (UTILITY),0.351
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,STEEL (BOILERS),0.094
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.004
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.019
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011",MIDDLINGS,POWER (UTILITY),0.138
India,Meghalaya,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,2.524
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",LIGNITE,CHEMICAL,0.001
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (UTILITY),0.055
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,BRICKS,0.029
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,SPONGE IRON,0.1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (CAPTIVE),3.754
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",LIGNITE,CHEMICAL,0.018
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,1.134397614
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.037
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,CHEMICAL,0.009
India,Telangana,"Financial Year (Apr - Mar), 2013",RAW COAL,SPONGE IRON,0.241335983
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",LIGNITE,PULP & PAPER,0.071
India,West Bengal,"Financial Year (Apr - Mar), 2016",WASHED COAL,POWER (UTILITY),0.495
India,Jharkhand,"Financial Year (Apr - Mar), 2020",RAW COAL,METALLURGICAL USE- DIRECT FEED,5.668
India,West Bengal,"Financial Year (Apr - Mar), 2011",WASHED COAL,METALLURGICAL USE- COKERIES,1.986
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,CEMENT,0.262
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.016
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (CAPTIVE),0.693
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,CHEMICAL,0.012
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.048
India,Odisha,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,21.803
India,Odisha,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (CAPTIVE),0.233
India,Jharkhand,"Financial Year (Apr - Mar), 2019",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.219
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,TEXTILES & RAYONS,0.13
India,West Bengal,"Financial Year (Apr - Mar), 2014",RAW COAL,METALLURGICAL USE- COKERIES,0.02
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",RAW COAL,PULP & PAPER,0.015
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,FERTILISERS,0.024
India,Ladakh,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.000512648
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (CAPTIVE),0.015404424
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,TEXTILES & RAYONS,0.006319764
India,Rajasthan,"Financial Year (Apr - Mar), 2011",RAW COAL,FERTILISERS,0.327
India,Maharashtra,"Financial Year (Apr - Mar), 2013",RAW COAL,CHEMICAL,0.029
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),0.394
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,CEMENT,0.242
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (CAPTIVE),4.208
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- COKERIES,0.904
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,OTHER,0.034
India,Jharkhand,"Financial Year (Apr - Mar), 2014",MIDDLINGS,OTHER,0.001
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.694
India,Karnataka,"Financial Year (Apr - Mar), 2011",RAW COAL,CHEMICAL,0.006
India,Meghalaya,"Financial Year (Apr - Mar), 2020",RAW COAL,CEMENT,0.037
India,Jharkhand,"Financial Year (Apr - Mar), 2020",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.179
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",LIGNITE,STEEL (BOILERS),0.031
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",RAW COAL,COLLIERY OWN - CONSUMPTION,0.001
India,Ladakh,"Financial Year (Apr - Mar), 2012",RAW COAL,BRICKS,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,FERTILISERS,0.148
India,Odisha,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),13.077
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,BRICKS,1.242
India,Rajasthan,"Financial Year (Apr - Mar), 2020",RAW COAL,POWER (CAPTIVE),15.391
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.568
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.182
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.246
India,Odisha,"Financial Year (Apr - Mar), 2014",RAW COAL,CEMENT,0.394
India,Jharkhand,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (CAPTIVE),1.106
India,Jharkhand,"Financial Year (Apr - Mar), 2013",RAW COAL,CEMENT,0.106
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,1.993
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),9.593
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,3.935
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",WASHED COAL,POWER (UTILITY),4.44
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),3.871
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,1.02
India,Telangana,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (CAPTIVE),1.280147168
India,Maharashtra,"Financial Year (Apr - Mar), 2014",RAW COAL,SPONGE IRON,0.657
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (UTILITY),6.974
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,CEMENT,1.792
India,Punjab,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.048
India,West Bengal,"Financial Year (Apr - Mar), 2017",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.118
India,Uttarakhand,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.357
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,STEEL (BOILERS),0.12
India,Jharkhand,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER,3.705
India,Jharkhand,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,6.866
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,BRICKS,0.043448377
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.002
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",LIGNITE,POWER (UTILITY),23.74
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,0.104
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.467
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",RAW COAL,POWER (CAPTIVE),77.563
India,Jharkhand,"Financial Year (Apr - Mar), 2019",RAW COAL,BRICKS,0.081
India,Jharkhand,"Financial Year (Apr - Mar), 2014",RAW COAL,CHEMICAL,0.02
India,Rajasthan,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (UTILITY),14.467
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.121
India,Jharkhand,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),1.149
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,STEEL (BOILERS),0.437
India,Rajasthan,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (UTILITY),1.725
India,Karnataka,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,0.1
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),22.209
India,Rajasthan,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.561
India,Rajasthan,"Financial Year (Apr - Mar), 2013",WASHED COAL,POWER (CAPTIVE),0.229
India,Odisha,"Financial Year (Apr - Mar), 2011",MIDDLINGS,POWER (CAPTIVE),0.023
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),4.238
India,Telangana,"Financial Year (Apr - Mar), 2020",RAW COAL,SPONGE IRON,0.074
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",RAW COAL,PULP & PAPER,0.001
India,Rajasthan,"Financial Year (Apr - Mar), 2020",LIGNITE,POWER (CAPTIVE),7.348
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),11.988
India,Kerala,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.035
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.018
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,POWER (CAPTIVE),6.537
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),1.814
India,Telangana,"Financial Year (Apr - Mar), 2013",RAW COAL,METALLURGICAL USE- COKERIES,0.030018878
India,Punjab,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),11.786
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",MIDDLINGS,POWER (UTILITY),0.101
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",LIGNITE,OTHER,0.081
India,Maharashtra,"Financial Year (Apr - Mar), 2013",RAW COAL,SPONGE IRON,0.948
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),1.513
India,Karnataka,"Financial Year (Apr - Mar), 2012",RAW COAL,SPONGE IRON,0.491
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,SPONGE IRON,0.239
India,Rajasthan,"Financial Year (Apr - Mar), 2011",LIGNITE,TEXTILES & RAYONS,0.147
India,Maharashtra,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),0.67
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,1.063
India,Karnataka,"Financial Year (Apr - Mar), 2019",RAW COAL,PULP & PAPER,0.034
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),41.286
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,2.237
India,Rajasthan,"Financial Year (Apr - Mar), 2013",LIGNITE,TEXTILES & RAYONS,0.064
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER,6.519
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.299
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",MIDDLINGS,OTHER,0.058
India,Odisha,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),0.086
India,West Bengal,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (UTILITY),0.098
India,Meghalaya,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.018
India,West Bengal,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- COKERIES,0.647
India,Odisha,"Financial Year (Apr - Mar), 2016",MIDDLINGS,STEEL (BOILERS),0.109
India,Ladakh,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,OTHER,0.599
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,TEXTILES & RAYONS,0.025
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,3.911
India,Telangana,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (UTILITY),17.79329516
India,Maharashtra,"Financial Year (Apr - Mar), 2020",RAW COAL,PULP & PAPER,0.045
